InvoiceId,InvoiceDate,CustomerId,AddressId,TaxBase,TotalVat,Total
2986,2020-11-13,2,2,2986000,627060,3613060
2987,2023-01-05,3,1,2987000,627270,3614270
2988,2022-10-03,2,1,2988000,627480,3615480
2989,2024-10-27,2,2,2989000,627690,3616690
2990,2020-07-15,1,3,2990000,627900,3617900
2991,2020-09-28,1,1,2991000,628110,3619110
2992,2024-05-29,2,3,2992000,628320,3620320
2993,2023-06-09,2,1,2993000,628530,3621530
2994,2020-06-17,1,3,2994000,628740,3622740
2995,2020-06-08,3,3,2995000,628950,3623950
2996,2022-12-24,2,2,2996000,629160,3625160
2997,2024-09-28,1,1,2997000,629370,3626370
2998,2020-08-15,3,1,2998000,629580,3627580
2999,2021-05-15,2,1,2999000,629790,3628790
3000,2020-10-26,3,2,3000000,630000,3630000
3001,2021-05-23,2,1,3001000,630210,3631210
3002,2022-07-12,2,3,3002000,630420,3632420
3003,2023-04-24,2,1,3003000,630630,3633630
3004,2024-07-24,1,2,3004000,630840,3634840
3005,2022-03-11,2,1,3005000,631050,3636050
3006,2024-04-09,1,1,3006000,631260,3637260
3007,2020-02-14,2,3,3007000,631470,3638470
3008,2021-11-14,3,2,3008000,631680,3639680
3009,2021-02-19,3,3,3009000,631890,3640890
3010,2020-08-08,1,1,3010000,632100,3642100
3011,2024-12-24,1,1,3011000,632310,3643310
3012,2024-10-20,2,1,3012000,632520,3644520
3013,2022-11-18,1,3,3013000,632730,3645730
3014,2023-08-06,1,3,3014000,632940,3646940
3015,2020-03-03,1,3,3015000,633150,3648150
3016,2024-08-09,1,2,3016000,633360,3649360
3017,2020-10-25,3,2,3017000,633570,3650570
3018,2021-07-15,1,2,3018000,633780,3651780
3019,2020-06-28,3,3,3019000,633990,3652990
3020,2022-03-22,3,3,3020000,634200,3654200
3021,2022-02-22,3,1,3021000,634410,3655410
3022,2022-02-05,1,2,3022000,634620,3656620
3023,2023-03-09,1,1,3023000,634830,3657830
3024,2023-05-23,2,2,3024000,635040,3659040
3025,2024-05-23,1,1,3025000,635250,3660250
3026,2024-08-12,1,2,3026000,635460,3661460
3027,2023-03-22,1,3,3027000,635670,3662670
3028,2023-05-23,3,3,3028000,635880,3663880
3029,2023-05-19,3,3,3029000,636090,3665090
3030,2023-08-07,1,2,3030000,636300,3666300
3031,2020-04-10,3,3,3031000,636510,3667510
3032,2021-12-23,3,3,3032000,636720,3668720
3033,2024-08-13,2,3,3033000,636930,3669930
3034,2020-12-31,2,1,3034000,637140,3671140
3035,2022-07-10,2,3,3035000,637350,3672350
3036,2021-11-01,1,1,3036000,637560,3673560
3037,2020-11-22,2,3,3037000,637770,3674770
3038,2021-05-28,3,1,3038000,637980,3675980
3039,2023-12-30,3,2,3039000,638190,3677190
3040,2024-02-29,3,1,3040000,638400,3678400
3041,2024-04-23,3,3,3041000,638610,3679610
3042,2021-01-01,1,2,3042000,638820,3680820
3043,2022-09-26,2,2,3043000,639030,3682030
3044,2020-12-14,2,3,3044000,639240,3683240
3045,2023-03-28,1,2,3045000,639450,3684450
3046,2021-10-04,1,3,3046000,639660,3685660
3047,2023-06-19,2,1,3047000,639870,3686870
3048,2024-08-18,3,2,3048000,640080,3688080
3049,2020-02-02,3,2,3049000,640290,3689290
3050,2024-06-29,3,1,3050000,640500,3690500
3051,2023-06-05,1,1,3051000,640710,3691710
3052,2024-05-07,2,3,3052000,640920,3692920
3053,2022-01-15,1,3,3053000,641130,3694130
3054,2022-09-04,2,1,3054000,641340,3695340
3055,2023-12-21,3,1,3055000,641550,3696550
3056,2024-05-26,2,3,3056000,641760,3697760
3057,2021-09-01,3,3,3057000,641970,3698970
3058,2022-04-16,3,2,3058000,642180,3700180
3059,2022-04-14,3,1,3059000,642390,3701390
3060,2023-01-05,2,2,3060000,642600,3702600
3061,2021-08-24,3,1,3061000,642810,3703810
3062,2023-07-08,3,2,3062000,643020,3705020
3063,2024-02-28,3,2,3063000,643230,3706230
3064,2022-03-31,3,2,3064000,643440,3707440
3065,2021-12-29,1,3,3065000,643650,3708650
3066,2024-06-08,3,3,3066000,643860,3709860
3067,2023-02-04,1,1,3067000,644070,3711070
3068,2023-01-01,1,3,3068000,644280,3712280
3069,2023-04-24,2,2,3069000,644490,3713490
3070,2021-10-17,3,1,3070000,644700,3714700
3071,2024-09-09,1,3,3071000,644910,3715910
3072,2022-05-15,3,2,3072000,645120,3717120
3073,2024-05-29,1,2,3073000,645330,3718330
3074,2024-04-17,3,2,3074000,645540,3719540
3075,2020-01-27,2,2,3075000,645750,3720750
3076,2020-12-10,3,1,3076000,645960,3721960
3077,2024-09-09,2,1,3077000,646170,3723170
3078,2023-02-25,3,1,3078000,646380,3724380
3079,2022-11-21,1,2,3079000,646590,3725590
3080,2022-11-13,1,1,3080000,646800,3726800
3081,2024-11-25,2,3,3081000,647010,3728010
3082,2024-11-21,1,3,3082000,647220,3729220
3083,2022-03-11,1,3,3083000,647430,3730430
3084,2023-10-28,3,2,3084000,647640,3731640
3085,2021-01-03,2,1,3085000,647850,3732850
3086,2024-06-24,2,3,3086000,648060,3734060
3087,2023-05-08,2,3,3087000,648270,3735270
3088,2024-03-29,2,3,3088000,648480,3736480
3089,2024-06-05,3,3,3089000,648690,3737690
3090,2021-09-02,2,1,3090000,648900,3738900
3091,2024-10-13,1,1,3091000,649110,3740110
3092,2024-12-12,1,1,3092000,649320,3741320
3093,2022-03-17,1,2,3093000,649530,3742530
3094,2021-12-07,3,3,3094000,649740,3743740
3095,2020-07-07,3,3,3095000,649950,3744950
3096,2024-03-15,1,2,3096000,650160,3746160
3097,2020-06-06,1,1,3097000,650370,3747370
3098,2020-04-02,2,3,3098000,650580,3748580
3099,2024-08-23,1,3,3099000,650790,3749790
3100,2022-11-02,1,3,3100000,651000,3751000
3101,2022-02-15,1,3,3101000,651210,3752210
3102,2023-10-06,2,1,3102000,651420,3753420
3103,2023-04-19,2,1,3103000,651630,3754630
3104,2022-09-22,1,3,3104000,651840,3755840
3105,2021-10-01,2,3,3105000,652050,3757050
3106,2021-05-24,3,1,3106000,652260,3758260
3107,2024-08-21,1,3,3107000,652470,3759470
3108,2020-09-10,2,2,3108000,652680,3760680
3109,2021-04-22,3,2,3109000,652890,3761890
3110,2022-02-27,2,3,3110000,653100,3763100
3111,2024-05-28,2,3,3111000,653310,3764310
3112,2024-08-05,3,1,3112000,653520,3765520
3113,2020-02-10,2,3,3113000,653730,3766730
3114,2020-01-08,3,2,3114000,653940,3767940
3115,2020-09-21,3,2,3115000,654150,3769150
3116,2024-05-19,3,1,3116000,654360,3770360
3117,2021-09-01,2,2,3117000,654570,3771570
3118,2021-09-29,1,2,3118000,654780,3772780
3119,2024-04-18,1,1,3119000,654990,3773990
3120,2020-01-13,1,2,3120000,655200,3775200
3121,2020-11-16,2,1,3121000,655410,3776410
3122,2024-03-12,3,1,3122000,655620,3777620
3123,2022-07-24,2,2,3123000,655830,3778830
3124,2024-03-30,3,1,3124000,656040,3780040
3125,2020-01-08,2,1,3125000,656250,3781250
3126,2022-10-08,3,2,3126000,656460,3782460
3127,2020-11-19,1,1,3127000,656670,3783670
3128,2024-01-25,2,3,3128000,656880,3784880
3129,2023-02-03,3,2,3129000,657090,3786090
3130,2020-10-20,2,1,3130000,657300,3787300
3131,2022-06-26,1,1,3131000,657510,3788510
3132,2021-12-27,1,3,3132000,657720,3789720
3133,2023-08-28,3,2,3133000,657930,3790930
3134,2023-08-28,1,1,3134000,658140,3792140
3135,2021-08-23,2,1,3135000,658350,3793350
3136,2022-01-18,2,1,3136000,658560,3794560
3137,2021-03-23,3,2,3137000,658770,3795770
3138,2020-03-11,2,2,3138000,658980,3796980
3139,2022-11-30,2,2,3139000,659190,3798190
3140,2020-08-24,1,1,3140000,659400,3799400
3141,2022-04-19,2,1,3141000,659610,3800610
3142,2023-12-07,3,2,3142000,659820,3801820
3143,2023-05-10,3,3,3143000,660030,3803030
3144,2021-12-21,1,1,3144000,660240,3804240
3145,2022-12-14,2,3,3145000,660450,3805450
3146,2021-04-20,3,2,3146000,660660,3806660
3147,2020-05-13,3,3,3147000,660870,3807870
3148,2024-03-08,2,1,3148000,661080,3809080
3149,2021-06-19,1,3,3149000,661290,3810290
3150,2022-12-30,1,2,3150000,661500,3811500
3151,2021-05-28,2,1,3151000,661710,3812710
3152,2021-07-23,1,1,3152000,661920,3813920
3153,2020-09-04,2,2,3153000,662130,3815130
3154,2022-10-14,2,3,3154000,662340,3816340
3155,2021-03-18,2,3,3155000,662550,3817550
3156,2020-01-04,1,2,3156000,662760,3818760
3157,2024-11-21,2,2,3157000,662970,3819970
3158,2023-05-18,2,1,3158000,663180,3821180
3159,2024-09-23,3,1,3159000,663390,3822390
3160,2023-06-21,3,1,3160000,663600,3823600
3161,2024-10-02,3,1,3161000,663810,3824810
3162,2022-07-30,2,3,3162000,664020,3826020
3163,2023-03-19,1,1,3163000,664230,3827230
3164,2023-09-22,3,1,3164000,664440,3828440
3165,2023-12-01,2,1,3165000,664650,3829650
3166,2020-09-13,1,3,3166000,664860,3830860
3167,2022-10-20,2,3,3167000,665070,3832070
3168,2024-11-23,3,3,3168000,665280,3833280
3169,2022-01-23,3,2,3169000,665490,3834490
3170,2023-12-28,3,3,3170000,665700,3835700
3171,2023-04-20,1,2,3171000,665910,3836910
3172,2024-05-23,2,2,3172000,666120,3838120
3173,2020-10-04,1,1,3173000,666330,3839330
3174,2021-07-09,2,2,3174000,666540,3840540
3175,2022-03-20,3,1,3175000,666750,3841750
3176,2020-01-06,1,3,3176000,666960,3842960
3177,2024-11-24,2,3,3177000,667170,3844170
3178,2024-04-19,3,1,3178000,667380,3845380
3179,2022-10-02,3,1,3179000,667590,3846590
3180,2024-10-25,3,2,3180000,667800,3847800
3181,2024-09-26,2,1,3181000,668010,3849010
3182,2022-07-09,2,2,3182000,668220,3850220
3183,2021-08-14,3,1,3183000,668430,3851430
3184,2024-09-05,3,1,3184000,668640,3852640
3185,2024-01-26,1,1,3185000,668850,3853850
3186,2023-09-03,2,3,3186000,669060,3855060
3187,2022-01-27,1,2,3187000,669270,3856270
3188,2020-01-25,3,1,3188000,669480,3857480
3189,2020-10-18,3,1,3189000,669690,3858690
3190,2020-08-28,3,2,3190000,669900,3859900
3191,2022-03-15,1,3,3191000,670110,3861110
3192,2021-02-14,1,1,3192000,670320,3862320
3193,2024-09-29,2,1,3193000,670530,3863530
3194,2021-06-09,2,1,3194000,670740,3864740
3195,2024-05-07,1,2,3195000,670950,3865950
3196,2021-07-20,2,1,3196000,671160,3867160
3197,2023-11-04,2,3,3197000,671370,3868370
3198,2024-04-17,2,2,3198000,671580,3869580
3199,2024-03-10,3,2,3199000,671790,3870790
3200,2024-08-20,3,1,3200000,672000,3872000
3201,2022-11-16,1,2,3201000,672210,3873210
3202,2022-05-13,1,2,3202000,672420,3874420
3203,2022-05-03,1,1,3203000,672630,3875630
3204,2022-01-04,2,2,3204000,672840,3876840
3205,2021-07-07,1,1,3205000,673050,3878050
3206,2022-08-06,1,2,3206000,673260,3879260
3207,2023-10-22,3,3,3207000,673470,3880470
3208,2021-08-08,3,3,3208000,673680,3881680
3209,2022-06-20,1,3,3209000,673890,3882890
3210,2022-04-24,3,3,3210000,674100,3884100
3211,2022-05-20,2,3,3211000,674310,3885310
3212,2022-02-11,3,1,3212000,674520,3886520
3213,2021-05-17,1,2,3213000,674730,3887730
3214,2022-01-19,3,3,3214000,674940,3888940
3215,2024-10-11,1,1,3215000,675150,3890150
3216,2022-01-23,3,3,3216000,675360,3891360
3217,2021-10-17,3,1,3217000,675570,3892570
3218,2023-01-23,3,1,3218000,675780,3893780
3219,2020-10-21,1,3,3219000,675990,3894990
3220,2023-03-16,3,3,3220000,676200,3896200
3221,2023-09-06,2,2,3221000,676410,3897410
3222,2023-12-03,2,1,3222000,676620,3898620
3223,2020-07-19,1,3,3223000,676830,3899830
3224,2021-02-12,3,1,3224000,677040,3901040
3225,2020-03-24,2,2,3225000,677250,3902250
3226,2024-10-11,3,3,3226000,677460,3903460
3227,2021-10-24,2,3,3227000,677670,3904670
3228,2021-06-27,3,3,3228000,677880,3905880
3229,2023-01-09,1,1,3229000,678090,3907090
3230,2022-01-09,3,3,3230000,678300,3908300
3231,2022-02-10,2,1,3231000,678510,3909510
3232,2020-06-12,2,3,3232000,678720,3910720
3233,2023-01-08,2,1,3233000,678930,3911930
3234,2021-01-11,1,3,3234000,679140,3913140
3235,2024-02-11,3,1,3235000,679350,3914350
3236,2024-12-03,1,1,3236000,679560,3915560
3237,2020-12-12,3,1,3237000,679770,3916770
3238,2021-02-28,3,3,3238000,679980,3917980
3239,2020-06-20,1,2,3239000,680190,3919190
3240,2022-09-02,1,2,3240000,680400,3920400
3241,2021-07-25,1,1,3241000,680610,3921610
3242,2023-01-31,1,1,3242000,680820,3922820
3243,2022-06-01,2,1,3243000,681030,3924030
3244,2021-11-18,3,2,3244000,681240,3925240
3245,2020-05-11,2,3,3245000,681450,3926450
3246,2023-12-27,3,2,3246000,681660,3927660
3247,2024-08-05,1,1,3247000,681870,3928870
3248,2023-06-08,1,3,3248000,682080,3930080
3249,2024-01-27,1,2,3249000,682290,3931290
3250,2024-02-05,1,2,3250000,682500,3932500
3251,2023-11-28,1,3,3251000,682710,3933710
3252,2023-02-08,1,3,3252000,682920,3934920
3253,2024-10-27,1,2,3253000,683130,3936130
3254,2021-05-07,3,1,3254000,683340,3937340
3255,2024-03-20,1,1,3255000,683550,3938550
3256,2023-08-03,2,3,3256000,683760,3939760
3257,2022-01-03,2,2,3257000,683970,3940970
3258,2020-10-25,1,3,3258000,684180,3942180
3259,2024-05-19,3,3,3259000,684390,3943390
3260,2023-04-14,1,3,3260000,684600,3944600
3261,2024-04-07,3,1,3261000,684810,3945810
3262,2020-01-23,2,3,3262000,685020,3947020
3263,2023-09-30,1,1,3263000,685230,3948230
3264,2021-04-04,1,3,3264000,685440,3949440
3265,2021-01-25,2,2,3265000,685650,3950650
3266,2020-04-22,1,1,3266000,685860,3951860
3267,2020-08-02,1,3,3267000,686070,3953070
3268,2024-11-13,2,2,3268000,686280,3954280
3269,2023-01-25,3,3,3269000,686490,3955490
3270,2020-03-15,1,3,3270000,686700,3956700
3271,2023-06-23,2,3,3271000,686910,3957910
3272,2022-02-09,2,1,3272000,687120,3959120
3273,2021-09-28,1,2,3273000,687330,3960330
3274,2024-07-17,3,2,3274000,687540,3961540
3275,2023-01-06,2,2,3275000,687750,3962750
3276,2020-09-12,2,1,3276000,687960,3963960
3277,2024-01-26,1,3,3277000,688170,3965170
3278,2023-04-11,3,3,3278000,688380,3966380
3279,2023-06-27,3,2,3279000,688590,3967590
3280,2024-03-22,2,3,3280000,688800,3968800
3281,2022-01-24,3,3,3281000,689010,3970010
3282,2022-08-24,3,2,3282000,689220,3971220
3283,2020-06-04,3,3,3283000,689430,3972430
3284,2023-03-24,1,3,3284000,689640,3973640
3285,2020-07-11,3,1,3285000,689850,3974850
3286,2020-07-31,1,3,3286000,690060,3976060
3287,2021-09-30,3,2,3287000,690270,3977270
3288,2021-01-17,3,1,3288000,690480,3978480
3289,2020-03-01,2,2,3289000,690690,3979690
3290,2024-06-29,2,2,3290000,690900,3980900
3291,2021-07-09,2,3,3291000,691110,3982110
3292,2023-02-26,3,3,3292000,691320,3983320
3293,2020-08-08,3,1,3293000,691530,3984530
3294,2020-06-23,2,3,3294000,691740,3985740
3295,2021-01-22,1,1,3295000,691950,3986950
3296,2024-05-30,3,2,3296000,692160,3988160
3297,2022-01-04,2,3,3297000,692370,3989370
3298,2022-12-04,2,3,3298000,692580,3990580
3299,2022-08-05,2,2,3299000,692790,3991790
3300,2023-12-22,1,1,3300000,693000,3993000
3301,2022-05-27,2,1,3301000,693210,3994210
3302,2020-01-07,1,1,3302000,693420,3995420
3303,2020-03-27,1,3,3303000,693630,3996630
3304,2020-01-26,1,1,3304000,693840,3997840
3305,2024-02-02,2,3,3305000,694050,3999050
3306,2023-05-12,1,2,3306000,694260,4000260
3307,2022-07-01,1,1,3307000,694470,4001470
3308,2024-05-02,2,1,3308000,694680,4002680
3309,2021-12-25,1,3,3309000,694890,4003890
3310,2022-05-15,1,1,3310000,695100,4005100
3311,2022-02-12,1,2,3311000,695310,4006310
3312,2021-12-07,1,2,3312000,695520,4007520
3313,2024-11-06,1,1,3313000,695730,4008730
3314,2022-11-12,1,3,3314000,695940,4009940
3315,2024-07-05,2,1,3315000,696150,4011150
3316,2021-11-07,1,2,3316000,696360,4012360
3317,2024-05-22,3,2,3317000,696570,4013570
3318,2021-09-23,2,2,3318000,696780,4014780
3319,2024-09-16,1,2,3319000,696990,4015990
3320,2023-04-22,2,3,3320000,697200,4017200
3321,2020-03-26,3,1,3321000,697410,4018410
3322,2023-09-29,1,2,3322000,697620,4019620
3323,2020-10-26,2,1,3323000,697830,4020830
3324,2024-08-31,2,2,3324000,698040,4022040
3325,2021-09-26,3,1,3325000,698250,4023250
3326,2023-03-23,2,1,3326000,698460,4024460
3327,2021-12-12,3,1,3327000,698670,4025670
3328,2021-03-03,2,2,3328000,698880,4026880
3329,2024-04-29,2,2,3329000,699090,4028090
3330,2024-07-06,3,1,3330000,699300,4029300
3331,2021-04-28,3,1,3331000,699510,4030510
3332,2023-09-13,3,3,3332000,699720,4031720
3333,2020-02-26,1,3,3333000,699930,4032930
3334,2023-09-19,1,2,3334000,700140,4034140
3335,2022-05-19,1,2,3335000,700350,4035350
3336,2024-04-03,1,2,3336000,700560,4036560
3337,2020-02-22,1,2,3337000,700770,4037770
3338,2024-05-16,3,2,3338000,700980,4038980
3339,2022-01-26,1,1,3339000,701190,4040190
3340,2023-05-27,3,1,3340000,701400,4041400
3341,2020-09-12,1,3,3341000,701610,4042610
3342,2022-08-31,3,1,3342000,701820,4043820
3343,2022-07-24,3,2,3343000,702030,4045030
3344,2024-07-19,2,3,3344000,702240,4046240
3345,2023-10-30,1,3,3345000,702450,4047450
3346,2022-01-23,3,2,3346000,702660,4048660
3347,2023-11-28,1,3,3347000,702870,4049870
3348,2024-06-14,3,3,3348000,703080,4051080
3349,2023-06-09,1,1,3349000,703290,4052290
3350,2023-01-29,1,1,3350000,703500,4053500
3351,2023-09-18,2,3,3351000,703710,4054710
3352,2020-02-20,2,3,3352000,703920,4055920
3353,2020-11-23,2,1,3353000,704130,4057130
3354,2020-05-22,2,2,3354000,704340,4058340
3355,2020-02-16,2,1,3355000,704550,4059550
3356,2022-07-24,2,2,3356000,704760,4060760
3357,2023-08-30,3,3,3357000,704970,4061970
3358,2020-12-12,2,1,3358000,705180,4063180
3359,2022-08-14,1,2,3359000,705390,4064390
3360,2020-05-19,2,2,3360000,705600,4065600
3361,2022-07-07,2,1,3361000,705810,4066810
3362,2021-10-09,3,2,3362000,706020,4068020
3363,2021-07-16,1,1,3363000,706230,4069230
3364,2024-07-10,2,3,3364000,706440,4070440
3365,2023-01-29,3,1,3365000,706650,4071650
3366,2022-11-03,1,2,3366000,706860,4072860
3367,2022-03-31,2,2,3367000,707070,4074070
3368,2020-08-09,3,2,3368000,707280,4075280
3369,2021-11-08,1,2,3369000,707490,4076490
3370,2020-01-29,2,2,3370000,707700,4077700
3371,2021-02-04,2,1,3371000,707910,4078910
3372,2022-06-03,1,3,3372000,708120,4080120
3373,2022-04-12,1,1,3373000,708330,4081330
3374,2022-07-02,3,2,3374000,708540,4082540
3375,2023-01-05,2,3,3375000,708750,4083750
3376,2020-11-03,3,1,3376000,708960,4084960
3377,2023-10-14,2,3,3377000,709170,4086170
3378,2024-01-27,2,1,3378000,709380,4087380
3379,2021-02-01,3,3,3379000,709590,4088590
3380,2022-08-03,1,2,3380000,709800,4089800
3381,2023-05-23,3,2,3381000,710010,4091010
3382,2024-04-25,2,2,3382000,710220,4092220
3383,2024-10-25,3,1,3383000,710430,4093430
3384,2023-07-01,2,3,3384000,710640,4094640
3385,2024-05-26,1,2,3385000,710850,4095850
3386,2021-09-02,3,3,3386000,711060,4097060
3387,2024-11-03,3,3,3387000,711270,4098270
3388,2024-05-08,3,2,3388000,711480,4099480
3389,2024-01-11,3,1,3389000,711690,4100690
3390,2021-08-07,2,1,3390000,711900,4101900
3391,2020-04-15,1,3,3391000,712110,4103110
3392,2023-03-08,3,3,3392000,712320,4104320
3393,2023-01-04,2,3,3393000,712530,4105530
3394,2021-02-13,1,2,3394000,712740,4106740
3395,2022-10-07,2,1,3395000,712950,4107950
3396,2020-03-22,3,3,3396000,713160,4109160
3397,2024-06-10,1,2,3397000,713370,4110370
3398,2023-01-01,2,2,3398000,713580,4111580
3399,2023-03-27,2,2,3399000,713790,4112790
3400,2023-11-03,3,1,3400000,714000,4114000
3401,2020-11-10,2,2,3401000,714210,4115210
3402,2020-10-27,2,3,3402000,714420,4116420
3403,2024-09-04,2,2,3403000,714630,4117630
3404,2024-11-04,3,3,3404000,714840,4118840
3405,2023-03-04,3,1,3405000,715050,4120050
3406,2023-03-06,1,1,3406000,715260,4121260
3407,2024-01-05,2,3,3407000,715470,4122470
3408,2023-05-07,1,3,3408000,715680,4123680
3409,2024-07-26,2,2,3409000,715890,4124890
3410,2024-07-09,3,3,3410000,716100,4126100
3411,2022-03-05,3,2,3411000,716310,4127310
3412,2023-03-20,2,2,3412000,716520,4128520
3413,2020-03-25,2,3,3413000,716730,4129730
3414,2020-11-19,1,2,3414000,716940,4130940
3415,2024-05-08,2,1,3415000,717150,4132150
3416,2020-09-04,2,3,3416000,717360,4133360
3417,2020-04-14,2,2,3417000,717570,4134570
3418,2022-09-02,3,2,3418000,717780,4135780
3419,2021-01-20,3,3,3419000,717990,4136990
3420,2020-04-18,3,3,3420000,718200,4138200
3421,2021-04-07,3,1,3421000,718410,4139410
3422,2020-06-06,2,2,3422000,718620,4140620
3423,2022-05-29,1,1,3423000,718830,4141830
3424,2020-08-06,1,1,3424000,719040,4143040
3425,2020-09-26,3,1,3425000,719250,4144250
3426,2023-03-15,1,1,3426000,719460,4145460
3427,2022-06-27,1,2,3427000,719670,4146670
3428,2021-03-02,1,3,3428000,719880,4147880
3429,2023-09-04,2,2,3429000,720090,4149090
3430,2020-05-12,3,2,3430000,720300,4150300
3431,2021-01-03,2,3,3431000,720510,4151510
3432,2024-01-07,2,2,3432000,720720,4152720
3433,2024-09-08,1,1,3433000,720930,4153930
3434,2020-09-03,2,2,3434000,721140,4155140
3435,2022-07-15,3,1,3435000,721350,4156350
3436,2020-02-19,1,2,3436000,721560,4157560
3437,2021-10-01,3,2,3437000,721770,4158770
3438,2022-05-12,3,2,3438000,721980,4159980
3439,2020-11-04,2,3,3439000,722190,4161190
3440,2023-02-11,3,3,3440000,722400,4162400
3441,2021-06-08,1,3,3441000,722610,4163610
3442,2024-08-15,2,1,3442000,722820,4164820
3443,2022-12-28,3,3,3443000,723030,4166030
3444,2021-02-21,1,2,3444000,723240,4167240
3445,2020-03-14,3,1,3445000,723450,4168450
3446,2024-01-24,2,2,3446000,723660,4169660
3447,2023-03-09,1,3,3447000,723870,4170870
3448,2023-06-07,3,3,3448000,724080,4172080
3449,2020-07-03,3,2,3449000,724290,4173290
3450,2022-06-26,3,3,3450000,724500,4174500
3451,2023-01-29,2,1,3451000,724710,4175710
3452,2024-07-26,1,3,3452000,724920,4176920
3453,2024-09-25,2,2,3453000,725130,4178130
3454,2021-10-21,1,3,3454000,725340,4179340
3455,2020-10-07,1,2,3455000,725550,4180550
3456,2022-02-13,2,1,3456000,725760,4181760
3457,2023-02-07,1,2,3457000,725970,4182970
3458,2023-04-30,1,2,3458000,726180,4184180
3459,2022-01-17,3,3,3459000,726390,4185390
3460,2021-06-05,3,3,3460000,726600,4186600
3461,2024-08-23,2,2,3461000,726810,4187810
3462,2020-05-25,2,3,3462000,727020,4189020
3463,2024-02-11,3,2,3463000,727230,4190230
3464,2023-08-09,1,2,3464000,727440,4191440
3465,2024-03-23,3,3,3465000,727650,4192650
3466,2024-06-12,2,3,3466000,727860,4193860
3467,2020-09-16,2,3,3467000,728070,4195070
3468,2020-01-17,1,2,3468000,728280,4196280
3469,2022-05-28,1,1,3469000,728490,4197490
3470,2022-09-21,1,1,3470000,728700,4198700
3471,2024-07-22,3,2,3471000,728910,4199910
3472,2021-07-30,2,1,3472000,729120,4201120
3473,2021-12-06,1,1,3473000,729330,4202330
3474,2024-04-06,3,3,3474000,729540,4203540
3475,2024-10-17,1,2,3475000,729750,4204750
3476,2022-06-14,2,3,3476000,729960,4205960
3477,2021-01-10,2,3,3477000,730170,4207170
3478,2021-11-14,3,2,3478000,730380,4208380
3479,2024-07-19,2,1,3479000,730590,4209590
3480,2021-07-29,3,3,3480000,730800,4210800
3481,2024-09-12,2,3,3481000,731010,4212010
3482,2023-05-05,1,2,3482000,731220,4213220
3483,2020-03-23,1,3,3483000,731430,4214430
3484,2023-07-20,2,3,3484000,731640,4215640
3485,2024-01-06,1,2,3485000,731850,4216850
3486,2024-05-31,3,2,3486000,732060,4218060
3487,2023-03-13,2,1,3487000,732270,4219270
3488,2020-04-04,3,3,3488000,732480,4220480
3489,2021-11-16,3,2,3489000,732690,4221690
3490,2022-01-20,2,1,3490000,732900,4222900
3491,2024-08-04,1,3,3491000,733110,4224110
3492,2021-05-19,3,3,3492000,733320,4225320
3493,2020-03-06,2,1,3493000,733530,4226530
3494,2024-05-02,3,2,3494000,733740,4227740
3495,2024-10-23,1,2,3495000,733950,4228950
3496,2024-08-25,3,2,3496000,734160,4230160
3497,2020-08-19,2,1,3497000,734370,4231370
3498,2024-05-30,2,2,3498000,734580,4232580
3499,2024-03-24,1,1,3499000,734790,4233790
3500,2023-01-19,3,1,3500000,735000,4235000
3501,2021-12-15,2,1,3501000,735210,4236210
3502,2020-07-31,1,1,3502000,735420,4237420
3503,2021-01-20,3,3,3503000,735630,4238630
3504,2023-05-04,1,3,3504000,735840,4239840
3505,2024-03-13,1,2,3505000,736050,4241050
3506,2020-10-21,1,2,3506000,736260,4242260
3507,2021-05-08,1,2,3507000,736470,4243470
3508,2022-10-28,3,1,3508000,736680,4244680
3509,2023-12-12,2,2,3509000,736890,4245890
3510,2022-05-16,2,2,3510000,737100,4247100
3511,2023-05-13,3,2,3511000,737310,4248310
3512,2021-01-28,2,1,3512000,737520,4249520
3513,2023-11-03,2,2,3513000,737730,4250730
3514,2024-03-17,3,1,3514000,737940,4251940
3515,2024-06-18,1,2,3515000,738150,4253150
3516,2023-10-05,2,2,3516000,738360,4254360
3517,2024-08-21,1,3,3517000,738570,4255570
3518,2024-07-24,2,3,3518000,738780,4256780
3519,2022-12-07,3,1,3519000,738990,4257990
3520,2023-09-22,3,1,3520000,739200,4259200
3521,2020-02-06,1,1,3521000,739410,4260410
3522,2020-03-16,3,3,3522000,739620,4261620
3523,2021-08-11,1,2,3523000,739830,4262830
3524,2020-03-22,2,2,3524000,740040,4264040
3525,2021-02-07,3,3,3525000,740250,4265250
3526,2021-07-13,3,2,3526000,740460,4266460
3527,2024-07-25,1,2,3527000,740670,4267670
3528,2023-09-01,2,3,3528000,740880,4268880
3529,2021-05-10,1,2,3529000,741090,4270090
3530,2021-04-13,2,2,3530000,741300,4271300
3531,2020-03-21,1,1,3531000,741510,4272510
3532,2024-12-08,1,3,3532000,741720,4273720
3533,2022-08-21,3,3,3533000,741930,4274930
3534,2024-05-26,2,1,3534000,742140,4276140
3535,2022-02-06,3,2,3535000,742350,4277350
3536,2023-06-22,3,3,3536000,742560,4278560
3537,2023-07-02,3,3,3537000,742770,4279770
3538,2020-07-04,3,1,3538000,742980,4280980
3539,2021-09-17,1,1,3539000,743190,4282190
3540,2023-01-25,3,2,3540000,743400,4283400
3541,2024-05-08,2,1,3541000,743610,4284610
3542,2020-10-22,3,3,3542000,743820,4285820
3543,2022-02-14,2,1,3543000,744030,4287030
